,Youtuber,subscribers,video views,category,Title,uploads,Country,Abbreviation,channel_type,country_rank,channel_type_rank,video_views_for_the_last_30_days,lowest_monthly_earnings,highest_monthly_earnings,lowest_yearly_earnings,highest_yearly_earnings,subscribers_for_last_30_days,created_year,created_month,created_date,Gross tertiary education enrollment (%),Population,Unemployment rate,Urban_population,Latitude,Longitude,subs_rank,channel_views_rank
836,BBC,13600000,9685060624,Pets & Animals,BBC,16047,United Kingdom,GB,Entertainment,29,160,44414000,11100,177700,133200,2100000,100000,2005,Nov,12,60,66834405,3.85,55908316,55.378051,-3.435973,392,392
837,Saturday Night Live,13600000,14717282742,Entertainment,Saturday Night Live,8335,United States,US,Comedy,164,37,56626000,14200,226500,169900,2700000,0,2013,Jul,23,88.2,328239523,14.7,270663028,37.09024,-95.712891,219,219
838,BUDI01 GAMING,13500000,1181292450,Gaming,BUDI01 GAMING,319,Indonesia,ID,Games,29,61,13436000,3400,53700,40300,644900,0,2019,Jul,19,36.3,270203917,4.69,151509724,-0.789275,113.921327,960,960
839,Typical Gamer,13500000,4301581610,Gaming,Typical Gamer,4312,Canada,CA,Games,11,61,32557000,8100,130200,97700,1600000,0,2008,Aug,24,68.9,36991981,5.56,30628482,56.130366,-106.346771,746,746
840,Anaysa,13500000,3445794123,Howto & Style,Anaysa,591,India,IN,Howto,115,30,29706000,7400,118800,89100,1400000,0,2012,Mar,10,28.1,1366417754,5.36,471031528,20.593684,78.96288,810,810
841,JULIA GISELLA,13500000,5380132790,Entertainment,Julia Gisella,19,United Kingdom,GB,Music,2492,3189,1615,0.4,6,5,78,130,2015,Mar,24,60,66834405,3.85,55908316,55.378051,-3.435973,654,654
842,Awakening Music,13500000,5545936485,Music,Awakening Music,814,United Kingdom,GB,Music,30,140,35309000,8800,141200,105900,1700000,100000,2006,Dec,25,60,66834405,3.85,55908316,55.378051,-3.435973,646,646
843,Lady Diana,13500000,8265920659,Entertainment,Lady Diana,1403,Ukraine,UA,People,4,52,75162000,18800,300600,225500,3600000,100000,2016,Mar,21,82.7,44385155,8.88,30835699,48.379433,31.16558,467,467
844,Sanjoy Das Official,13500000,3912334359,Entertainment,Sanjoy Das Official,1793,India,IN,Games,114,60,179232000,44800,716900,537700,8600000,400000,2015,Apr,29,28.1,1366417754,5.36,471031528,20.593684,78.96288,776,776
845,Woody & Kleiny,13500000,11717217293,Comedy,Woody & Kleiny,975,United Kingdom,GB,Entertainment,29,160,495561000,123900,2000000,1500000,23800000,400000,2013,Mar,30,60,66834405,3.85,55908316,55.378051,-3.435973,298,298
846,Vijay Kumar Viner Vlogs,13500000,7958771872,Entertainment,Vijay Kumar Viner Vlogs,1357,India,IN,Entertainment,116,162,109813000,27500,439300,329400,5300000,300000,2019,Mar,22,28.1,1366417754,5.36,471031528,20.593684,78.96288,480,480
847,Conor Maynard,13500000,2750993392,Music,Conor Maynard,321,United States,US,Music,165,140,10787000,2700,43100,32400,517800,0,2006,May,19,88.2,328239523,14.7,270663028,37.09024,-95.712891,857,857
848,Wengie,13500000,1900272833,Howto & Style,Wengie,462,United States,US,Howto,165,30,1335000,334,5300,4000,64100,100000,2010,Sep,9,88.2,328239523,14.7,270663028,37.09024,-95.712891,920,920
849,Vlad y Niki Show,13400000,4622628957,Unknown,Vlad y Niki Show,477,United States,US,Entertainment,166,162,92228000,23100,368900,276700,4400000,200000,2018,Nov,8,88.2,328239523,14.7,270663028,37.09024,-95.712891,710,710
850,Codiscos,13400000,11789678655,Music,Codiscos,7356,Colombia,CO,Music,9,140,228902000,57200,915600,686700,11000000,100000,2007,Feb,8,55.3,50339443,9.71,40827302,4.570868,-74.297333,297,297
851,The World Adventures ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,13400000,2139769210,People & Blogs,The World Adventures ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,1028,India,IN,People,116,53,1043000,261,4200,3100,50100,0,2016,Sep,9,28.1,1366417754,5.36,471031528,20.593684,78.96288,904,904
852,Vibhu 96,13400000,20563378,Unknown,Vibhu 96,256,India,IN,Education,114,40,20264000,5100,81100,60800,972700,300000,2022,Jun,5,28.1,1366417754,5.36,471031528,20.593684,78.96288,984,984
853,Blockbuster Movies,13400000,2650061211,Entertainment,Blockbuster Movies,0,India,IN,Unknown,5589,Unknown,0,0,0,0,0,0,2017,Jul,4,28.1,1366417754,5.36,471031528,20.593684,78.96288,867,867
854,ATHLEAN-Xï¿½,13400000,2319515787,Howto & Style,ATHLEAN-Xï¿½,1349,United States,US,Howto,166,31,14498000,3600,58000,43500,695900,0,2006,Dec,16,88.2,328239523,14.7,270663028,37.09024,-95.712891,886,886
855,My Mate Nate,13400000,3363634923,Comedy,My Mate Nate,1195,Thailand,TH,Entertainment,15,162,41672000,10400,166700,125000,2000000,0,2014,Dec,8,49.3,69625582,0.75,35294600,15.870032,100.992541,815,815
856,H2ODelirious,13400000,4356686216,Gaming,H2ODelirious,3727,United States,US,Games,166,62,16785000,4200,67100,50400,805700,0,2007,May,24,88.2,328239523,14.7,270663028,37.09024,-95.712891,738,738
857,GMA Integrated News,13400000,9569814790,News & Politics,GMA Integrated News,296272,Philippines,PH,News,10,22,115459000,28900,461800,346400,5500000,100000,2007,Oct,29,35.5,108116615,2.15,50975903,12.879721,121.774017,402,402
858,Peet Montzingo,13400000,10022557589,People & Blogs,Peet Montzingo,319,United States,US,People,165,52,397715000,99400,1600000,1200000,19100000,500000,2014,Jun,1,88.2,328239523,14.7,270663028,37.09024,-95.712891,366,366
859,The Q,13400000,4306212515,People & Blogs,Tom Duggan,96,United States,US,Sports,7615,4466,3,0,0.01,0.01,0.14,1,2006,Jan,17,88.2,328239523,14.7,270663028,37.09024,-95.712891,745,745
860,Trakin Tech,13300000,2262690743,Science & Technology,Trakin Tech,3640,India,IN,Tech,116,16,43669000,10900,174700,131000,2100000,100000,2011,Nov,2,28.1,1366417754,5.36,471031528,20.593684,78.96288,891,891
861,theRadBrad,13300000,6050102764,Gaming,theRadBrad,8195,United States,US,Games,167,63,15694000,3900,62800,47100,753300,0,2006,Nov,27,88.2,328239523,14.7,270663028,37.09024,-95.712891,609,609
862,Matt Steffanina,13300000,3299216601,Entertainment,Matt Steffanina,331,United States,US,Entertainment,692,694,1929000,482,7700,5800,92600,0,2007,Nov,28,88.2,328239523,14.7,270663028,37.09024,-95.712891,820,820
863,Stray Kids,13300000,3364230487,People & Blogs,straykids,3,Unknown,Unknown,Comedy,Unknown,4896,2,0,0.01,0.01,0.1,1,2007,Mar,17,Unknown,Unknown,Unknown,Unknown,No Data,No Data,814,814
864,Kurt Hugo Schneider,13300000,3733856870,Entertainment,Kurt Hugo Schneider,698,United States,US,Entertainment,167,163,4233000,1100,16900,12700,203200,0,2007,Oct,16,88.2,328239523,14.7,270663028,37.09024,-95.712891,788,788
865,Vogue,13300000,4177184071,Entertainment,Vogue,3166,United States,US,People,167,54,45095000,11300,180400,135300,2200000,100000,2008,Jun,29,88.2,328239523,14.7,270663028,37.09024,-95.712891,754,754
866,ýýýýýýýýýýýýýýýýýý,13300000,6482687220,People & Blogs,ýýýýýýýýýýýýýýýýýý,608,Russia,RU,Entertainment,13,163,90241000,22600,361000,270700,4300000,100000,2015,Oct,4,81.9,144373535,4.59,107683889,61.52401,105.318756,586,586
867,Kids Lineï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,13300000,9088562002,People & Blogs,Kids Lineï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,2742,United States,US,Education,166,41,161889000,40500,647600,485700,7800000,100000,2011,Nov,26,88.2,328239523,14.7,270663028,37.09024,-95.712891,423,423
868,VexTrex,13300000,7923901253,Entertainment,VexTrex,2411,Ukraine,UA,Entertainment,5,163,379346000,0,0,0,0,0,2014,Sep,8,82.7,44385155,8.88,30835699,48.379433,31.16558,485,485
869,penguinz0,13300000,7773543609,Gaming,penguinz0,4613,United States,US,Entertainment,166,162,188948000,47200,755800,566800,9100000,200000,2007,May,7,88.2,328239523,14.7,270663028,37.09024,-95.712891,495,495
870,Just For Laughs Gags,13300000,7406628736,Comedy,Just For Laughs Gags,6916,United States,US,Comedy,167,38,17468000,4400,69900,52400,838500,100000,2007,Jan,14,88.2,328239523,14.7,270663028,37.09024,-95.712891,521,521
871,Kabita's Kitchen,13300000,2831275503,Howto & Style,Kabita's Kitchen,1489,India,IN,Howto,117,32,43118000,10800,172500,129400,2100000,0,2014,Oct,7,28.1,1366417754,5.36,471031528,20.593684,78.96288,853,853
872,BanderitaX,13300000,4129249415,Gaming,BanderitaX,1640,Saudi Arabia,SA,Games,7,63,70712000,17700,282800,212100,3400000,200000,2013,Aug,20,68,34268528,5.93,28807838,23.885942,45.079162,757,757
873,AzzyLand,13300000,6412313570,Gaming,AzzyLand,1749,Canada,CA,Entertainment,12,163,5387000,1300,21500,16200,258600,100000,2015,May,8,68.9,36991981,5.56,30628482,56.130366,-106.346771,588,588
874,HUBAï¿½ï¿½,13200000,9884886099,Entertainment,HUBAï¿½ï¿½,538,United States,US,Entertainment,167,163,319647000,79900,1300000,958900,15300000,500000,2021,Feb,20,88.2,328239523,14.7,270663028,37.09024,-95.712891,380,380
875,BIBO ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,13200000,1148422000,Entertainment,BIBO ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,192,Russia,RU,Entertainment,13,163,8769000,2200,35100,26300,420900,200000,2019,Jan,10,81.9,144373535,4.59,107683889,61.52401,105.318756,962,962
876,Brawl Stars,13200000,2036408398,Gaming,Brawl Stars,172,Finland,FI,Games,1,64,20369000,5100,81500,61100,977700,0,2017,Apr,28,88.2,5520314,6.59,4716888,61.92411,25.748151,913,913
877,Ei Nerd,13200000,3568392223,Entertainment,Einerd,0,Unknown,Unknown,Games,Unknown,7399,0,0,0,0,0,0,2007,Nov,19,Unknown,Unknown,Unknown,Unknown,No Data,No Data,803,803
878,Sonotek Bhakti,13200000,3789736218,Entertainment,Sonotek Bhakti,8019,India,IN,Music,118,142,25321000,6300,101300,76000,1200000,0,2010,Dec,27,28.1,1366417754,5.36,471031528,20.593684,78.96288,784,784
879,Vilmei,13200000,4205664894,Unknown,Vilmei,1324,Indonesia,ID,People,30,55,264308000,66100,1100000,792900,12700000,800000,2013,Sep,25,36.3,270203917,4.69,151509724,-0.789275,113.921327,752,752
880,MC Divertida,13200000,5224764969,Entertainment,MC Divertida,413,Brazil,BR,Entertainment,49,164,64517000,16100,258100,193600,3100000,100000,2018,Jan,17,51.3,212559417,12.08,183241641,-14.235004,-51.92528,666,666
881,The Infographics Show,13200000,5263540904,Education,The Infographics Show,4279,United States,US,Education,168,42,51820000,13000,207300,155500,2500000,100000,2011,Feb,26,88.2,328239523,14.7,270663028,37.09024,-95.712891,662,662
882,jbalvinVEVO,13200000,20743586601,Music,jbalvinVEVO,237,Colombia,CO,Music,10,142,86270000,21600,345100,258800,4100000,0,2010,Sep,30,55.3,50339443,9.71,40827302,4.570868,-74.297333,112,112
883,ýýýýýýTwinsFromRussia,13200000,9378175604,People & Blogs,ýýýýýýTwinsFromRussia,6888,United States,US,People,168,55,119389000,29800,477600,358200,5700000,300000,2011,May,16,88.2,328239523,14.7,270663028,37.09024,-95.712891,412,412
884,Technology Gyan,13200000,1138262456,Science & Technology,Technology Gyan,1022,India,IN,Tech,118,17,18518000,4600,74100,55600,888900,100000,2015,Nov,17,28.1,1366417754,5.36,471031528,20.593684,78.96288,963,963
885,CookingShooking Hindi,13200000,1758603195,People & Blogs,CookingShooking Hindi,393,India,IN,Howto,118,33,11490000,2900,46000,34500,551500,0,2017,Apr,4,28.1,1366417754,5.36,471031528,20.593684,78.96288,931,931
886,Ryan Trahan,13100000,2182651464,Entertainment,Ryan Trahan,33,United States,US,People,7683,7670,248,0.06,0.99,0.74,12,1,2022,Jun,27,88.2,328239523,14.7,270663028,37.09024,-95.712891,900,900
887,Alex Gonzaga Official,13100000,1401914513,People & Blogs,Alex Gonzaga Official,287,Philippines,PH,People,11,56,10848000,2700,43400,32500,520700,0,2017,Jul,18,35.5,108116615,2.15,50975903,12.879721,121.774017,955,955
888,WiederDude,13100000,2733682792,Unknown,WiederDude,289,United States,US,Games,169,65,56894000,14200,227600,170700,2700000,100000,2016,Jun,12,88.2,328239523,14.7,270663028,37.09024,-95.712891,859,859
889,Ian Boggs,13100000,9110348202,Entertainment,Ian Boggs,1327,Unknown,Unknown,Entertainment,Unknown,163,329312000,82300,1300000,987900,15800000,700000,2010,Mar,25,Unknown,Unknown,Unknown,Unknown,No Data,No Data,421,421
890,Lokdhun Punjabi,13100000,4712624489,Music,Lokdhun Punjabi,1262,India,IN,Music,119,143,34438000,8600,137800,103300,1700000,100000,2010,Dec,27,28.1,1366417754,5.36,471031528,20.593684,78.96288,703,703
891,Knowledge Tv ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,13100000,1936582704,People & Blogs,Knowledge Tv ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,7,Unknown,Unknown,People,Unknown,7714,2,0,0.01,0.01,0.1,0,2019,Nov,24,Unknown,Unknown,Unknown,Unknown,No Data,No Data,919,919
892,Painzeiro,13100000,2555801802,People & Blogs,Painzeiro,1077,Brazil,BR,People,50,56,43990000,11000,176000,132000,2100000,100000,2015,Nov,6,51.3,212559417,12.08,183241641,-14.235004,-51.92528,872,872
893,Peppa Pig em Portuguï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,13100000,4214172991,Film & Animation,Peppa Pig em Portuguï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,1365,Brazil,BR,Film,49,43,27340000,6800,109400,82000,1300000,100000,2014,May,6,51.3,212559417,12.08,183241641,-14.235004,-51.92528,751,751
894,ýýýýýýýýýýýýýýý Ms Yeah,13100000,4399833602,People & Blogs,ýýýýýýýýýýýýýýý Ms Yeah,435,United States,US,Howto,169,34,60661000,15200,242600,182000,2900000,100000,2017,Feb,15,88.2,328239523,14.7,270663028,37.09024,-95.712891,733,733
895,Hungria Hip Hop,13100000,4608751851,Music,Hungria Hip Hop,73,Brazil,BR,Music,50,143,48223000,12100,192900,144700,2300000,0,2013,Apr,13,51.3,212559417,12.08,183241641,-14.235004,-51.92528,713,713
896,RaptorGamer,13100000,2879263916,People & Blogs,RaptorGamer,1444,Ecuador,EC,Games,2,65,62909000,15700,251600,188700,3000000,300000,2016,Jul,16,44.9,17373662,3.97,11116711,-1.831239,-78.183406,847,847
897,RedeTV,13100000,5333569294,Entertainment,RedeTV,36760,Brazil,BR,Entertainment,50,165,17588000,4400,70400,52800,844200,0,2011,Oct,18,51.3,212559417,12.08,183241641,-14.235004,-51.92528,657,657
898,twenty one pilots,13100000,5264039679,Music,twenty one pilots,194,United States,US,Music,169,143,50922000,12700,203700,152800,2400000,0,2009,Sep,5,88.2,328239523,14.7,270663028,37.09024,-95.712891,661,661
899,DJ Khaled,13100000,6637820731,Music,DjKhaled,12,Samoa,WS,Music,81,5659,379,0.09,2,1,18,3,2006,May,27,7.6,202506,8.36,35588,-13.759029,-172.104629,572,572
900,Davie504,13000000,2683297849,Entertainment,Davie504,838,Italy,IT,Entertainment,2,166,29870000,7500,119500,89600,1400000,100000,2011,May,18,61.9,60297396,9.89,42651966,41.87194,12.56738,865,865
901,Everson Zoio,13000000,1024467771,Comedy,Everson Zoio,625,Brazil,BR,Entertainment,51,166,3052000,763,12200,9200,146500,0,2009,Mar,26,51.3,212559417,12.08,183241641,-14.235004,-51.92528,968,968
902,Calon Sarjana,13000000,10664585,Entertainment,Calon Sarjana,29,Indonesia,ID,Entertainment,31,166,2292000000,0,0,0,0,300000,2016,Jan,20,36.3,270203917,4.69,151509724,-0.789275,113.921327,985,985
903,Lofi Girl,13000000,1698279553,Music,Lofi Girl,409,France,FR,Music,3,143,30471000,7600,121900,91400,1500000,100000,2015,Mar,18,65.6,67059887,8.43,54123364,46.227638,2.213749,934,934
904,Jomy Production,13000000,5057163256,Entertainment,SRK Edie soon,8,India,IN,Unknown,5227,Unknown,2,0,0.01,0.01,0.1,0,2021,Mar,18,28.1,1366417754,5.36,471031528,20.593684,78.96288,679,679
905,GH'S,13000000,8739174649,Gaming,GH'S,510,South Korea,KR,Games,15,65,1081000000,270300,4300000,3200000,51900000,1000000,2020,Jul,7,94.3,51709098,4.15,42106719,35.907757,127.766922,442,442
906,JesseAndMike,13000000,9999238237,Entertainment,JesseAndMike,716,United States,US,Entertainment,170,166,41109000,10300,164400,123300,2000000,0,2007,Apr,29,88.2,328239523,14.7,270663028,37.09024,-95.712891,367,367
907,Wolfoo Channel,13000000,301547793,Unknown,Wolfoo Channel,22,Pakistan,PK,People,3926,7638,590,0.15,2,2,28,8,2021,Aug,11,9,216565318,4.45,79927762,30.375321,69.345116,979,979
908,Susy Mouriz,13000000,6270909026,Entertainment,Susy Mouriz,1299,Mexico,MX,Entertainment,31,165,368437000,92100,1500000,1100000,17700000,600000,2017,Mar,18,40.2,126014024,3.42,102626859,23.634501,-102.552784,599,599
909,7 Minutoz,13000000,4349562794,Music,7 Minutoz,521,Brazil,BR,Music,51,144,29526000,7400,118100,88600,1400000,0,2012,Jun,4,51.3,212559417,12.08,183241641,-14.235004,-51.92528,740,740
910,The LaBrant Fam,13000000,4637474071,Comedy,The LaBrant Fam,612,United States,US,People,170,57,42412000,0,0,0,0,0,2012,Aug,24,88.2,328239523,14.7,270663028,37.09024,-95.712891,707,707
911,Pastor Antï¿½ï¿½ï¿½ï¿½ï,12900000,2112274210,People & Blogs,Pastor Antï¿½ï¿½ï¿½ï¿½ï,4712,Brazil,BR,People,52,58,31796000,7900,127200,95400,1500000,100000,2013,Jan,19,51.3,212559417,12.08,183241641,-14.235004,-51.92528,910,910
912,Matheus Yurley,12900000,140022442,Entertainment,Matheus Yurley,69,Brazil,BR,Entertainment,52,167,147626,37,591,443,7100,0,2015,Jan,27,51.3,212559417,12.08,183241641,-14.235004,-51.92528,983,983
913,gymvirtual,12900000,2509752944,Sports,gymvirtual,1572,Spain,ES,Sports,17,12,11993000,3000,48000,36000,575700,100000,2010,Nov,1,88.9,47076781,13.96,37927409,40.463667,-3.74922,875,875
914,BIBOï¿½ï¿½ï¿½ï¿½ï,12900000,3178222797,Entertainment,BIBOï¿½ï¿½ï¿½ï¿½ï,193,South Korea,KR,Entertainment,16,167,4001000,1000,16000,12000,192100,0,2016,Aug,8,94.3,51709098,4.15,42106719,35.907757,127.766922,827,827
915,Top Viral Talent,12900000,3643698504,Entertainment,Top Viral Talent,1598,United States,US,Entertainment,171,167,29379000,7300,117500,88100,1400000,100000,2014,Jan,2,88.2,328239523,14.7,270663028,37.09024,-95.712891,796,796
916,Akon,12900000,6300933122,Music,Akon,39,United States,US,Music,171,145,91240000,22800,365000,273700,4400000,100000,2005,Nov,5,88.2,328239523,14.7,270663028,37.09024,-95.712891,597,597
917,AlArabiya ï¿½ï¿½ï¿½ï¿½ï¿,12900000,7520379951,People & Blogs,AlArabiya ï¿½ï¿½ï¿½ï¿½ï¿,169304,United Arab Emirates,AE,News,8,23,80219000,20100,320900,240700,3900000,100000,2006,Sep,19,36.8,9770529,2.35,8479744,23.424076,53.847818,512,512
918,Rauw Alejandro,12900000,11504090820,Music,Rauw Alejandro,168,Unknown,Unknown,Music,5,145,205548000,51400,822200,616600,9900000,100000,2014,Dec,11,Unknown,Unknown,Unknown,Unknown,No Data,No Data,307,307
919,EnriqueIglesiasVEVO,12900000,15446707595,Music,EnriqueIglesiasVEVO,137,United States,US,Music,171,145,75773000,18900,303100,227300,3600000,100000,2009,May,12,88.2,328239523,14.7,270663028,37.09024,-95.712891,200,200
920,ýýýýýýýý ýýýý ýýýýýýýýýýýýýý,12900000,5585085130,Shows,ýýýýýýýý ýýýý ýýýýýýýýýýýýýý,1255,Ukraine,UA,Entertainment,6,166,71118000,17800,284500,213400,3400000,200000,2014,Jul,17,82.7,44385155,8.88,30835699,48.379433,31.16558,641,641
921,The Shiny Peanut,12900000,2848466522,Education,The Shiny Peanut,2337,Indonesia,ID,Entertainment,32,167,837700,209,3400,2500,40200,0,2016,Oct,26,36.3,270203917,4.69,151509724,-0.789275,113.921327,851,851
922,Talking Angela,12800000,3632438963,Entertainment,Talking Angela,233,United Kingdom,GB,Film,31,45,27957000,7000,111800,83900,1300000,0,2014,Sep,2,60,66834405,3.85,55908316,55.378051,-3.435973,797,797
923,Melon City Show - ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,12800000,5863456698,Comedy,Melon City Show - ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,1727,Iraq,IQ,Comedy,2,40,35336000,8800,141300,106000,1700000,0,2016,Jan,30,16.2,39309783,12.82,27783368,33.223191,43.679291,626,626
924,Duo Tiempo De Sol,12800000,6662288136,Music,Duo Tiempo De Sol,323,Spain,ES,Education,17,44,53988000,13500,216000,162000,2600000,100000,2013,Mar,26,88.9,47076781,13.96,37927409,40.463667,-3.74922,570,570
925,Troom Troom India,12800000,6804072897,Howto & Style,Troom Troom India,2385,Unknown,Unknown,Howto,Unknown,35,17270000,4300,69100,51800,829000,0,2015,Apr,19,Unknown,Unknown,Unknown,Unknown,No Data,No Data,563,563
926,MrSuicideSheep,12800000,6970899521,Entertainment,MrSuicideSheep,3483,Canada,CA,Entertainment,13,168,18118000,4500,72500,54400,869600,0,2010,Apr,9,68.9,36991981,5.56,30628482,56.130366,-106.346771,553,553
927,Adam W,12800000,9502983550,Comedy,Adam W,681,United States,US,Comedy,171,39,228951000,57200,915800,686900,11000000,200000,2015,Oct,4,88.2,328239523,14.7,270663028,37.09024,-95.712891,404,404
928,Right to Shiksha,12800000,7876740921,Education,Right to Shiksha,2044,India,IN,Education,120,45,213738000,53400,855000,641200,10300000,300000,2020,Apr,23,28.1,1366417754,5.36,471031528,20.593684,78.96288,490,490
929,Beyoncï¿½ï¿½,12800000,14185611472,Music,Beyoncï¿½ï¿½,168,United States,US,Music,172,146,89566000,22400,358300,268700,4300000,0,2009,Sep,2,88.2,328239523,14.7,270663028,37.09024,-95.712891,235,235
930,FACT FIRE KING,12700000,1159290255,Unknown,FACT FIRE KING,782,India,IN,Games,120,66,51291000,12800,205200,153900,2500000,500000,2020,Jul,29,28.1,1366417754,5.36,471031528,20.593684,78.96288,961,961
931,Ian Lucas,12700000,1450874545,Entertainment,Ian Lucas,50,Unknown,Unknown,Entertainment,Unknown,6682,48,0,0,0,0,8,2016,Apr,16,Unknown,Unknown,Unknown,Unknown,No Data,No Data,953,953
932,Franco Escamilla,12700000,4266957149,Comedy,Franco Escamilla,2483,Mexico,MX,Comedy,32,41,77482000,19400,309900,232400,3700000,100000,2007,Oct,19,40.2,126014024,3.42,102626859,23.634501,-102.552784,748,748
933,Adexe & Nau,12700000,4579773883,Music,Adexe & Nau,594,Spain,ES,Music,18,147,10083000,2500,40300,30200,484000,0,2013,Dec,22,88.9,47076781,13.96,37927409,40.463667,-3.74922,716,716
934,Diana and Roma IND,12700000,5567832210,Unknown,Diana and Roma IND,534,United States,US,Entertainment,173,169,46602000,11700,186400,139800,2200000,100000,2019,Nov,7,88.2,328239523,14.7,270663028,37.09024,-95.712891,642,642
935,Jass Records,12700000,5958994201,Music,JassRecords,1,Unknown,Unknown,Music,Unknown,5789,1,0,0,0,0.05,0,2012,Feb,10,Unknown,Unknown,Unknown,Unknown,No Data,No Data,621,621
936,Future,12700000,9927699419,Music,Future AMV's,119,United States,US,Film,1944,1473,472367,118,1900,1400,22700,1000,2020,Nov,7,88.2,328239523,14.7,270663028,37.09024,-95.712891,376,376
937,YoungBoy Never Broke Again,12700000,13174393401,Entertainment,YoungBoy Never Broke Again,142,United States,US,Music,173,147,169968000,42500,679900,509900,8200000,100000,2015,Jan,4,88.2,328239523,14.7,270663028,37.09024,-95.712891,259,259
938,Blossom,12700000,4733873025,Howto & Style,Blossom,812,United States,US,Howto,173,36,43868000,11000,175500,131600,2100000,100000,2017,Jun,1,88.2,328239523,14.7,270663028,37.09024,-95.712891,702,702
